31:315.742;314.853;514.742;719.286;516.129;617.381;714.601;822.181;722.011;620.803;917.626;721.338;623.832;623.654;820.986;619.507;620.727;623.059;722.914;724.025;
32:618.081;819.869;719.788;819.353;720.245;920.739;721.354;720.34;721.246;721.312;822.259;822.505;822.888;821.856;923.082;822.641;820.981;622.206;1021.48;824.131;
33:521.489;822.09;821.942;821.149;722.349;922.994;822.872;1019.35;722.758;922.299;924.164;823.994;923.732;724.052;724.051;923.889;923.785;823.98;724.602;924.476;
34:221.345;522.413;622.371;722.463;622.48;622.383;622.756;622.25;622.827;623.571;723.284;623.411;622.549;722.705;722.779;523.463;722.576;623.699;723.018;722.955;
35:415.944;419.605;404.979;322.138;324.196;524.896;424.901;524.955;624.934;624.854;724.89;724.9;824.905;724.894;824.952;624.934;724.932;724.953;524.954;824.963;
36:210.242;410.29;411.062;410.628;412.282;712.95;509.699;513.949;513.753;713.608;616.943;417.653;518.343;617.625;718.723;718.038;619.458;817.772;717.393;521.4;
37:512.667;409.959;514.851;615.713;814.947;624.983;614.427;712.813;514.559;524.996;713.128;524.991;624.995;713.892;711.799;613.032;524.993;524.994;524.993;614.246;
38:224.704;224.676;224.791;324.751;224.103;224.799;224.811;324.72;324.711;224.816;224.822;224.805;324.828;224.527;524.839;424.836;324.829;424.786;424.893;324.882;
39:124.873;318.949;524.894;421.665;522.025;423.081;622.853;623.238;523.503;523.381;523.359;822.961;623.158;723.805;622.77;623.76;623.852;723.782;724;923.822;
40:423.776;523.28;722.583;524.033;522.832;820.074;718.13;923.921;723.388;623.85;723.41;623.852;622.038;523.712;523.942;524.011;623.194;622.576;623.887;623.624;
41:307.025;320.153;511.33;421.061;321.409;620.196;422.244;423.092;521.36;521.232;522.093;722.584;721.796;621.79;823.394;523.021;618.506;820.541;722.428;622.714;
42:420.884;424.942;520.943;524.882;521.966;622.78;622.767;622.513;622.231;622.529;722.228;523.41;722.631;624.01;624.358;623.392;824.256;624.038;624.475;724.581;
43:322.103;520.067;422.392;621.604;620.701;524.199;623.024;523.451;622.949;623.794;524.074;724.225;722.775;523.23;624.024;623.138;723.141;623.78;624.482;722.901;
44:315.815;324.622;215.391;224.576;424.551;424.812;523.695;424.563;723.939;724.793;624.908;524.923;724.838;824.883;924.913;624.913;824.772;824.754;1023.34;824.893;
45:223.686;323.052;415.507;423.028;623.795;323.288;622.558;423.994;523.218;421.579;424.159;524.344;623.727;522.824;521.923;623.919;624.446;423.988;823.799;424.647;
46:719.888;421.466;519.883;620.324;719.611;719.281;718.375;819.932;719.91;719.768;719.21;719.582;718.077;718.53;722.87;922.753;821.14;719.711;821.966;722.155;
47:124.734;321.208;315.662;322.153;222.154;410.456;312.34;513.371;418.421;512.962;420.411;416.542;507.502;621.003;613.723;512.927;615.532;616.198;421.767;712.762;
48:409.674;409.318;511.895;610.64;509.176;508.181;509.245;506.664;409.861;607.261;513.656;510.664;511.216;616.704;915.849;912.39;616.821;716.799;715.427;817.79;
49:124.624;414.689;323.792;324.999;224.999;224.999;524.998;224.999;324.796;224.163;314.913;210.963;418.886;513.997;816.42;517.617;820.44;720.067;618.409;922.419;
50:101.889;202.675;102.273;123.627;202.273;203.086;323.446;523.482;523.793;524.108;524.98;823.104;724.045;724.984;824.989;924.972;1022.93;924.98;924.979;1022.74;
51:207.35;307.391;406.774;309.207;610.556;509.661;506.392;307.285;307.704;308.214;506.689;508.673;406.237;405.368;404.79;308.384;407.229;405.33;208.618;307.985;
52:118.435;221.792;318.49;318.784;423.888;320.647;420.421;319.402;315.34;223.456;520.404;518.979;424.062;420.435;518.037;520.464;719.949;519.523;719.686;520.484;
53:524.512;724.529;824.478;724.63;924.569;924.505;724.622;924.689;924.656;724.712;824.798;724.829;824.809;824.748;824.786;824.907;824.906;824.941;824.906;924.912;
54:317.5;720.564;717.876;717.23;618.06;618.691;618.145;819.224;819.793;820.276;618.875;719.743;720.927;822.082;721.878;720.84;1020.43;1019.92;821.74;821.843;
55:824.978;424.983;724.979;724.977;724.954;724.977;724.987;924.982;724.823;724.99;524.964;724.973;724.99;724.978;624.995;624.958;624.993;724.98;724.957;824.983;
56:424.384;723.639;823.923;724.362;824.285;923.447;824.395;824.343;824.111;1022.15;924.239;924.166;824.458;824.251;824.301;924.341;824.31;924.427;824.659;824.745;
57:424.341;424.508;524.41;610.918;524.721;524.418;515.352;612.008;614.006;712.104;620.017;613.898;719.446;819.898;620.764;819.23;718.643;819.743;719.468;720.315;
58:124.615;324.527;424.375;523.792;524.621;424.671;524.676;518.902;518.507;624.279;224.546;324.521;624.608;724.508;824.337;624.426;724.611;924.416;724.722;924.43;
59:220.387;520.346;422.208;421.758;517.248;522.645;617.209;723.548;524.001;619.687;417.801;419.028;519.534;321.247;309.277;519.816;416.721;519.542;517.673;617.261;
60:314.391;424.78;524.729;324.722;524.78;424.727;724.675;524.519;524.529;424.608;824.6;524.415;524.688;624.606;624.659;524.434;524.609;524.56;1013.7;624.603;
61:220.214;619.459;424.392;520.962;721.898;620.597;621.994;722.943;622.507;722.682;523.62;723.157;723.156;624.371;822.405;622.099;423.036;523.827;722.111;621.112;
62:424.994;524.994;524.972;724.917;624.992;524.994;624.766;524.98;724.99;624.977;524.939;724.991;524.961;724.973;524.989;724.99;824.983;524.969;624.979;624.987;
63:321.222;622.54;822.566;823.628;724.181;622.406;722.754;724.558;723.057;823.019;1022.67;723.953;924.112;924.354;924.449;924.46;924.138;924.397;1021.6;824.529;
64:424.761;624.806;724.54;624.76;524.853;724.636;824.891;924.886;624.9;824.76;724.742;724.929;924.92;724.924;824.918;924.909;724.947;724.95;724.954;724.929;
65:322.415;921.848;721.947;821.574;821.37;822.555;622.283;722.592;921.892;722.884;722.55;722.752;923.224;923.217;922.878;723.333;723.79;723.623;823.975;823.74;
66:322.441;523.415;720.675;622.218;523.436;424.893;623.14;524.861;923.635;424.915;715.87;524.873;624.881;524.925;624.886;624.731;624.687;724.775;524.939;724.895;
67:215.002;312.663;519.272;517.357;419.985;620.193;619.201;620.116;620.644;719.801;519.715;616.984;921.573;621.413;720.069;521.907;721.9;523.187;822.494;722.568;
68:418.034;424.904;517.358;615.213;617.135;716.706;717.659;615.557;616.846;718.1;520.207;518.082;519.514;620.939;422.105;521.231;621.845;923.154;623.425;723.167;
69:222.812;421.128;621.599;521.445;524.992;724.992;623.101;921.681;922.788;723.459;823.144;823.52;923.085;823.356;823.532;823.641;923.454;823.456;823.513;822.27;
70:215.104;417.299;519.194;619.069;717.031;412.944;617.921;324.601;415.868;422.373;518.863;318.476;615.52;619.441;524.81;624.785;724.764;524.793;524.736;724.711;
71:413.7;311.284;424.946;524.913;424.948;424.95;424.961;424.949;324.962;424.987;524.915;724.883;724.916;524.908;524.943;524.955;624.918;724.938;624.97;924.959;
72:424.017;523.713;523.942;624.348;624.579;724.333;524.613;524.363;623.95;624.62;724.553;624.364;424.605;624.576;524.608;724.75;624.673;624.794;524.771;824.634;
73:221.49;521.008;722.286;521.767;720.947;722.727;721.036;622.329;821.874;621.179;822.32;623.203;821.413;823.566;620.371;921.096;823.692;923.731;923.256;823.989;
74:219.493;415.065;319.253;518.926;424.113;621.1;624.879;824.913;720.878;724.888;824.828;724.871;924.83;824.833;824.893;924.88;1023.3;924.771;724.822;724.877;
75:624.937;424.974;624.953;824.95;724.949;924.914;824.951;624.964;824.963;724.978;824.974;724.966;824.969;624.975;724.981;624.977;724.979;724.986;724.99;824.978;
76:323.997;623.698;823.536;723.271;623.515;824.343;723.821;623.786;623.886;624.063;824.122;724.065;624.131;724.493;724.014;623.906;624.454;724.412;724.524;724.682;
77:216.833;520.527;514.819;612.497;716.915;714.486;617.777;718.588;717.422;716.32;719.548;719.611;820.843;820.553;720.923;721.304;721.678;722.167;721.731;720.161;
78:516.498;417.437;618.423;618.373;620.614;920.878;720.917;820.925;821.899;721.016;720.018;821.91;722.958;722.615;921.711;722.68;723.345;923.836;723.635;822.32;
79:224.856;424.817;524.779;923.57;823.867;723.333;724.579;824.855;624.908;924.893;524.818;724.86;824.766;924.745;824.731;624.891;824.77;724.858;924.87;813.227;
80:219.416;320.196;1016.41;620.957;720.977;722.584;721.369;922.769;822.104;822.984;822.724;722.545;922.345;923.182;823.077;922.894;823.275;823.025;823.42;923.736;
81:724.432;624.056;724.223;824.324;624.176;623.965;1020.9;624.685;1021.91;922.147;924.554;624.708;724.521;924.629;924.571;824.723;924.643;924.58;924.629;824.628;
82:321.128;320.409;519.287;224.89;321.087;420.463;618.305;820.566;422.754;721.353;720.591;620.243;821.876;821.128;721.153;818.869;721.983;820.381;621.232;719.355;
83:523.697;523.809;1021.47;823.23;823.84;824.14;824.068;724.055;823.704;624.28;724.018;824.254;1022.96;724.164;824.312;824.533;824.349;724.071;824.377;824.422;
84:219.075;519.277;820.653;818.755;721.261;721.781;819.708;921.317;720.115;822.162;1018.26;822.953;822.67;822.678;822.698;823.071;823.074;823.149;1019.29;1020.15;
85:624.001;923.883;824.047;924.079;824.097;923.705;924.448;824.37;924.388;824.536;824.464;923.369;924.464;824.573;824.622;824.609;924.621;924.484;824.775;824.766;
86:114.59;213.993;224.736;424.836;407.393;507.064;509.151;607.016;310.104;509.736;611.429;509.135;411.358;513.589;513.164;612.362;613.543;411.468;616.028;718.848;
87:417.054;615.716;218.469;319.827;419.252;718.99;521.383;322.79;620.943;620.543;621.939;620.209;523.127;422.208;421.821;820.904;620.473;520.746;621.011;421.175;
88:413.778;612.682;415.113;616.031;418.417;709.525;416.438;516.043;814.928;713.533;515.431;615.904;611.574;615.78;418.654;515.77;617.656;614.554;516.702;517.641;
89:306.619;407.069;424.84;522.654;406.441;422.521;608.205;509.825;410.73;509.204;510.08;710.819;510.537;611.571;612.041;611.149;611.206;611.666;514.307;611.039;
90:324.159;724.162;623.333;723.998;823.946;922.973;923.183;923.514;824.158;823.893;823.684;623.812;724.252;724.237;823.595;823.66;822.622;923.484;724.068;923.618;
91:222.916;222.861;223.629;223.017;223.736;223.591;408.66;222.856;223.078;307.475;411.589;411.073;812.134;609.69;406.919;508.651;404.724;409.824;608.556;410.996;
92:421.479;221.826;620.574;520.63;318.895;420.524;521.401;719.225;518.458;516.992;521.252;721.585;821.928;821.919;820.955;920.961;822.368;821.702;822.43;823.685;
93:210.206;510.062;407.47;315.647;314.827;516.384;415.252;317.846;319.152;511.455;216.776;218.942;317.971;321.41;319.746;221.008;320.64;320.406;221.042;318.223;
94:422.294;320.794;423.938;324.23;323.346;323.829;423.943;624.302;424.341;423.905;424.311;524.096;622.663;624.083;624.585;724.284;623.338;624.234;624.472;424.385;
95:217.965;303.434;217.689;302.37;220.079;318.814;319.01;318.245;324.691;324.479;524.635;624.678;623.176;723.262;523.611;523.778;723.284;723.442;822.541;723.335;
96:323.484;322.699;321.263;721.205;720.93;920.481;820.052;820.678;819.255;721.237;719.515;822.189;721.959;921.602;922.211;822.545;823.399;823.196;823.17;823.032;
97:323.81;223.794;423.719;423.433;323.711;423.669;424.001;323.657;523.725;623.581;523.933;423.836;523.926;523.9;523.578;523.548;623.816;523.775;623.551;224.244;
98:524.807;519.733;519.5;519.268;515.453;720.549;520.576;620.805;621.928;722.639;721.003;822.028;821.662;621.628;722.045;722.462;723.356;922.406;822.109;722.488;
99:224.93;324.93;524.974;524.949;624.821;624.654;524.973;624.982;524.951;524.94;624.758;524.97;724.968;724.969;624.953;624.959;924.985;824.982;724.989;924.988;
